iNote	iWine	Type	Vintage	Wine	Locale	Producer	Varietal	MasterVarietal	Country	Region	TastingDate	Defective	Rating	TastingNotes	CScore
596164	194919	Red	2004	Redheads Studio Shiraz Barrel Monkeys	Australia, South Australia, Fleurieu, McLaren Vale	Redheads Studio	Shiraz	Syrah	Australia	South Australia	11/10/2007	False	92	The bouquet attacks with deep, beautiful, and dark aromas of smoky blackberries, strawberry jam, black cherries, and a hint of nuts and wood. On the palate the viscosity is low, but nevertheless the feel is weighty, concentrated, and mouth-filling. Low acidity. Faint background sweetness. Fruit blooms on the midpalate, leading into a strong, persistent finish of sweet tannins. While I have had wines with more gripping tannins, and wines with more viscous bodies, no wine so far has matched up to this as a complete, seamless beauty. I have a deep affection for Barrel Monkeys. $16. RP-90.	88.1052631578947
596162	362211	Red	2006	Henry's Drive Pillar Box Red	Australia, South Australia, Limestone Coast, Padthaway	Henry's Drive	Shiraz Blend	Syrah	Australia	South Australia	1/23/2008	False	80	IN BRIEF: A teeth-staining, palate-coating, spicy "fruit-bomb" that has a peculiar "savory" flavor profile that backs up a fruit-forward, pure nose. Not a flavor profile that really resonates with me. Tannins are too weak for my tastes. A well-made, super-flavorful, undeniably balanced, clean wine. Not aromatically complex.\n\nNOSE: Shiraz ("sulfur") and Cabernet ("chocolate-candied-cherry") tones come through, with black raspberry and a hint of synthetic apple.\n\nPALATE: Only faintly sweet. Just enough acidity that it doesn't grab attention, but frames the fruit well. Tannins are weak. This concentrated, mouth-coating wine attacks the palate with dark, savory, spicy, extracted fruit. The savory-bitter midpalate character carries through to the finish, jousting with the weak tannins long after the fruit has faded. Not viscous in the mouth, but intensely flavorful, weighty.\n\nASPECT: Brilliant, deep purple-red. ~2mm of clear meniscus. Completely opaque ~1cm from the edge.\nCOMPOSITION: Shiraz/Cab/Merlot (50/42/8). Alc 15%. PASS. $12. JM-91.	86.7386363636364
596161	470043	White	2005	Freiherr von Heddesdorff Riesling trocken	Germany, Mosel Saar Ruwer	Freiherr von Heddesdorff	Riesling	Riesling	Germany	Mosel Saar Ruwer	1/23/2008	False	60	NOSE: A damp rock, and not an interesting rock, with a hint of bitter-smelling rotten melon. No citrus like the Barmes Buecher. Not delicious or interesting.\n\nPALATE: Sweet. Good, crisp acidity, but still sweet. A nice bit of mild frizzante. The midpalate displays more bitter, overripe canteloupe. The viscosity is low to medium, with a faintly syrupy mouthfeel. Finishes with bitter, overripe melon, then fades to warmth, but it is not clean like Barmes Buecher, but ends with jousting sour and bitter notes. I now appreciate that the Barmes Buecher Riesling Tradition '06 was an exceptionally fruity, balanced, and clean-finishing wine. 12% Alcohol.\n\nASPECT: Clear, pale, with a faint tinge of yellow-gold.\n\nWITH CURRY: Devolved into sweet, sour, and bitter. Any fruit was masked, though the acidity did cut through the mild curries. Aroma: eventually just bitter. Not appetizing.\n\nCONCLUSION: Too sweet for me. Really nothing going on with this wine. $15	60
596159	395322	White - Sweet/Dessert	2005	Tablas Creek Vin de Paille	USA, California, Central Coast, Paso Robles	Tablas Creek	White Blend	White Blend	USA	California	1/23/2008	False	80	NOSE: Dried apricots! A little yeast (Brett?).\nPALATE: Sweeeeeet. Unctuous midpalate, like sweet motor oil - slight petrol flavor. Apricot-like bitterness (not bad). Finishes bitter. Some acidity, but the sugar completely flattens it. The pourer said it was more acidic than most dessert wines. 262 g/L residual sugar. The 2001 Filhot I had after this showed slightly better (it was just barely drinkable for me), but I'm really on the fence for both of them. Dessert wines are tough for me. Wouldn't be able to drink this. PASS (on QPR).$55. RP-90	88.9
596157	290372	Red	2005	Tablas Creek Esprit de Beaucastel	USA, California, Central Coast, Paso Robles	Tablas Creek	Red Rhone Blend	Red Rhone Blend	USA	California	1/23/2008	False	80	NOSE: some fruit, masked by strangeness - the pourer said it was a slight Brett infection. PALATE: Served too cold (makes sense - they had just opened it). This was even sweeter and more tannic than the wine I'd just tasted - the 2004, giving me cause to wonder if sweetness and tannins have a cumulative build-up effect. Tannins should build after a certain point, as one's palate runs out of salivary lubricating enzymes (which are denatured by tannins). Back to this wine: Some fruit on the midpalate. Clean finish. Too sweet for me.PASS. $45. RP-(92-94)	91.3364928909953
596155	246746	Red	2004	Tablas Creek Esprit de Beaucastel	USA, California, Central Coast, Paso Robles	Tablas Creek	Red Rhone Blend	Red Rhone Blend	USA	California	1/23/2008	False	80	NOSE: Cherry, quite earthy. There was a reticent tone of delicious fruit - similar to what I have referred to as "cherry" in past Syrahs. Perhaps this was the 27% Syrah speaking up. Somewhat tight nose. PALATE: Velvety feel. Sweet. Low acidity in the midpalate, but the acidity shows through in the finish. Good, strong, rich tannins on the finish. Somewhat woody aftertaste. Too sweet for me.PASS. RP-92.	90.8150289017341
594505	439801	Red	2005	Tablas Creek Mourvedre	USA, California, Central Coast, Paso Robles	Tablas Creek	Mourvedre	Mourvedre	USA	California	1/21/2008	False	85	NOSE: Earthier cherry notes. Less exuberant fruit than the Côtes de Tablas. Earth. Slight barnyard. PALATE: Weightier than the Côtes de Tablas. Dry. Good, clean, tannic finish. More aromatic on the midpalate than the Côtes de Tablas. PASS (on QPR). $35. RP-87	86.625
594502	408055	Red	2005	Tablas Creek Côtes de Tablas	USA, California, Central Coast, Paso Robles	Tablas Creek	Red Rhone Blend	Red Rhone Blend	USA	California	1/21/2008	False	83	NOSE: Good fruit with a hint of barnyard. PALATE: Dry. Watery mouthfeel. Somewhat hollow on the midpalate - the Esprit de Beaucastel Blanc had more retronasal aromatics than this wine.Tannins that were fine-textured but clearly present. The finish was clean and tannic. More acidity than I would like. Not an extracted wine. ASPECT: Light, purplish.PASS (on QPR). $22. rp90 st90\n\n43 Grenache\n24 Mourvedre\n18 Syrah\n15 Counoise	88.9206349206349
594500	403766	White	2006	Tablas Creek Esprit de Beaucastel Blanc	USA, California, Central Coast, Paso Robles	Tablas Creek	White Rhone Blend	White Rhone Blend	USA	California	1/21/2008	False	85	NOSE: A little apple, something like wood but slightly synthetic - furniture polish? Some toast! PALATE: Dry. Definitely had good acidity to balance the fruit. Weightier in the mouthfeel than the Côtes de Tablas Blanc, but not more viscous. Didn't have the same oiliness. On the midpalate, this was the most aromatic of all the wines, with distinct nuttiness. Cleaner finish than the Côtes de Tablas Blanc. I'd give it 88 if it were red.PASS (on QPR). $40. RP-(92-95)\n\n65 Rousanne\n30 Grenache Blanc\n5 Picpoul Blanc	90.8897637795276
594499	406156	White	2006	Tablas Creek Côtes de Tablas Blanc	USA, California, Central Coast, Paso Robles	Tablas Creek	White Rhone Blend	White Rhone Blend	USA	California	1/21/2008	False	80	NOSE: Apples, hints of melon. PALATE: Slightly sweet, but with balancing acidity. More viscous than the Herrenweg or the last Riesling I tried. Slight oiliness to the mouthfeel. Not much on the midpalate aromatics. Finish was nutty, slightly bitter, and acidic. Not as clean as the Esprit de Beaucastel Blanc '06.PASS (on QPR). $22. RP-(87-89)\n\n59 Viognier\n32 Marsanne\n6 Grenache Blanc\n3 Rousanne	87.0285714285714
594498	469441	Red	2004	Domaine Brana Irouléguy	France, Southwest France, Pays Basque, Irouléguy	Domaine Brana	Tannat Blend	Tannat	France	Southwest France	1/21/2008	False	90	Double-decanted and tasted in an Indian restaurant with strong ambient aromatics. \n\nNOSE: Tight. The main scent was of freshly manured dirt, with a little cranberries and strawberries. A little creamy dark chocolate action too (an oxymoron? perhaps not). It didn't do much for me initially. And I can't say it was immediately delicious, but it was interesting, and it drew me back and eventually grew on me. Perhaps we didn't decant early enough. After a while, a brief tone of tight, but pleasant-smelling fruit shone through. Perhaps the grapes were not completely ripe in this vintage. \n\nPALATE: If the nose had hints of milk chocolate, the palate was dark chocolate all day long! It reminded me of 99% Teuscher dark chocolate. If you've never had it, it's dark and bitter yet bizzarely creamy. The wine had a powerful attack of rustic earthy flavors, medium viscosity, explosively flavorful midpalate with good chocolate aromatics. Like satin in the mouth! The finish treated me to a little skit: first Alcohol and Tannins danced a little jig around a small, fading Cranberry. Then the little Cranberry spoke up with a bright, acidic tone. Finally, Tannins and a glorious Dark Chocolate Bitterness took the show home. The tannins gripped my tongue on the first taste, and did not let go until half an hour after the meal. It was really, really good. Stronger, fuller, riper tannins than Barrel Monkeys. The acidity was present but not overt. The tannins were huge. This wine was a heap of fresh manured earth, supported by a stone wall of tannins with acidity as mortar. It really tasted like running into a rock wall. I would have liked more fruit, but I thoroughly enjoyed the experience. \n\nASPECT: Dark saturated color, slightly purple (dim light). \n\nWith Indian food: I was left with just the manured earth smell and the tannins. Didn't go fantastically, but I'd try it again at a less noisy/aromatic Indian restaurant. $23	88
594494	67770	White - Sweet/Dessert	2001	Château Filhot	France, Bordeaux, Sauternais, Sauternes	Château Filhot	Sémillon-Sauvignon Blanc Blend	Sémillon-Sauvignon Blanc Blend	France	Bordeaux	1/21/2008	False	88	NOSE: burnt rubber/petrol, dried apricots, peaches, slight 'spiciness' (cinnamon?), apples, hint of floral. Very clear, bold nose, even when chilled. \n\nPALATE: Super sweet, viscous, with good balancing acidity. Just enough acidity and low enough bitterness that it wasn't cloying for me, but it was right there on the fence. After a few sips, it was too much. Excellent midpalate aromatics - the midpalate is where this really shines, with honeylike mouthfeel, a sugary bite, explosive, delicious fruit, and only very little bitterness. Good finish: clean, not bitter, dried apricots, long. The first really sweet wine that didn't make me shudder with every sip - contrast with the Malivoire Gewurz (too little acidity, too much bitterness) and the Tablas Creek vin de paille (too low acidity, too sweet). I'm still not a fan of dessert wines, but this is clearly the best I've had so far by a significant margin. 88-RA	88.6220472440945
594493	391855	Red	2004	Domaine des Terrisses Gaillac	France, Southwest France, Gaillac	Domaine des Terrisses	Red Blend	Red Blend	France	Southwest France	1/21/2008	False	85	NOSE: Undeniably earthy, slight metallic tone, really deep, earthy fruit. It hints towards barnyard, but is clearly more in the direction of clean, fresh earth. The nose is interesting, and to me, just barely on the delicious side of the fence. It made my mouth water, but also gave me pause. I like it. From the dregs, a whiff of raisins. When watered down, faint jasmine. \n\nPALATE: Soft, but not satiny, medium-weight, medium-viscosity, a little hot. Flavor-wise, coats and seduces the palate, with midpalate aromatics of black raspberry, blackcurrant, and black liquorice. Dry, but the impression of sweetness grows. Very similar to Barrel Monkeys in overall structure: acidity, quality of fruit, and tannin content. Slightly disjointed, coarse tannins, though subdued, like Barrel Monkeys. However unlike BM, this has an earthy component, and brings a distinct spiciness to the flavor profile. The finish is similar to dark chocolate spiked with a tad of habanero. The fruit is short-lived, primarily inhabiting the midpalate, while the finish is carried by dark chocolate bitterness and almost convincing tannins. \n\nWith FOOD: The nose is slightly manure-like but note quite. Manure-like without the bad stuff? I found it... interesting. On the palate, black raspberry is the main characteristic. The beef ribs totally overpowered the tannins. The growing sweetness was a little much considering the already-sweet teriyaki sauce. For about a glass, it paired well. I was on the fence with each sip, but ever-so-slightly on the appreciative side. However another glass would have pushed me into the cloying region. Like Huitlacoche but more on the "I like it" side. Good QPR. $10.	87
